,movie_id,start_year,genres,averagerating,numvotes,title,studio,domestic_gross,foreign_gross
360,tt1334260,2010,"Drama,Romance,Sci-Fi",7.1,130084,Never Let Me Go,FoxS,2400000,7000000
361,tt1334470,2010,"Action,Adventure,Crime",5.4,3847,Raavan,Relbig.,709000,648000
362,tt1335975,2013,"Action,Adventure,Drama",6.3,135754,47 Ronin,Uni.,38400000,113400000
363,tt1336608,2012,"Comedy,Drama,Musical",5.9,69910,Rock of Ages,WB (NL),38500000,20900000
364,tt1341167,2010,"Comedy,Crime,Drama",7.3,66209,Four Lions,Drft.,305000,4400000
365,tt1341188,2010,"Comedy,Drama,Romance",5.4,41072,How Do You Know,Sony,30200000,18500000
366,tt1343727,2012,"Action,Crime,Sci-Fi",7.1,234616,Dredd,LGF,13400000,22200000
367,tt1345836,2012,"Action,Thriller",8.4,1387769,The Dark Knight Rises,WB,448100000,636800000
368,tt1349451,2011,"Comedy,Drama",6.2,19447,Butter,RTWC,105000,70700
369,tt1351685,2013,"Adventure,Fantasy",6.3,123127,Jack the Giant Slayer,WB (NL),65200000,132500000
370,tt1355630,2014,"Drama,Fantasy,Music",6.8,107625,If I Stay,WB (NL),50500000,28400000
371,tt1355683,2015,"Biography,Crime,Drama",6.9,155847,Black Mass,WB,62600000,37200000
372,tt1356864,2010,"Comedy,Drama,Music",6.2,18606,I'm Still Here,Magn.,409000,160000
373,tt2636364,2013,"Drama,Romance,Thriller",7.0,1127,I'm Still Here,Magn.,409000,160000
374,tt1361313,2010,Comedy,5.9,4580,The Extra Man,Magn.,453000,4500
375,tt1365519,2018,"Action,Adventure,Fantasy",6.3,163560,Tomb Raider,WB,58300000,216400000
376,tt1366344,2011,Comedy,5.7,65575,The Sitter,Fox,30400000,4500000
377,tt1366365,2012,"Action,Thriller",4.9,33039,The Cold Light of Day,LG/S,3800000,13100000
378,tt1366409,2010,"Drama,History",6.3,3067,Miral,Wein.,373000,527000
379,tt1368440,2012,"Drama,Fantasy,Thriller",4.7,8480,Branded,RAtt.,354000,3400000
380,tt3429774,2017,"Drama,Mystery,Western",3.4,37,Branded,RAtt.,354000,3400000
381,tt1371111,2012,"Action,Drama,Mystery",7.4,326473,Cloud Atlas,WB,27100000,103400000
382,tt1371155,2010,"Biography,Comedy,Drama",7.2,13121,Made in Dagenham,SPC,1100000,11300000
383,tt1372686,2011,"Drama,Thriller,War",6.1,29654,Coriolanus,Wein.,757000,315000
384,tt1373156,2010,"Drama,Mystery,Thriller",7.0,9257,Karthik Calling Karthik,Eros,286000,7100
385,tt1374989,2016,"Action,Comedy,Horror",5.8,46187,Pride and Prejudice and Zombies,SGem,10900000,5500000
386,tt1374992,2012,"Drama,Fantasy,Romance",6.4,66347,Upside Down,MNE,105000,8000000
387,tt1713561,2011,Drama,7.7,6,Upside Down,MNE,105000,8000000
388,tt1375666,2010,"Action,Adventure,Sci-Fi",8.8,1841066,Inception,WB,292600000,535700000
389,tt1375670,2010,Comedy,6.0,210377,Grown Ups,Sony,162000000,109400000
390,tt1381404,2012,"Drama,Thriller",6.4,29665,The Company You Keep,SPC,5100000,14500000
391,tt1385826,2011,"Romance,Sci-Fi,Thriller",7.1,227616,The Adjustment Bureau,Uni.,62500000,65400000
392,tt1385867,2010,"Action,Comedy,Crime",5.6,81656,Cop Out,WB,44900000,10700000
393,tt1386588,2010,"Action,Comedy,Crime",6.7,221664,The Other Guys,Sony,119200000,51200000
394,tt1386697,2016,"Action,Adventure,Fantasy",6.0,533039,Suicide Squad,WB,325100000,421700000
395,tt1389072,2017,"Drama,Sci-Fi",5.7,74815,Downsizing,Par.,24400000,30600000
396,tt1389127,2011,"Crime,Drama,History",5.7,17413,Texas Killing Fields,Anch.,45500,912000
397,tt1389137,2011,"Comedy,Drama,Family",7.1,126849,We Bought a Zoo,Fox,75600000,44500000
398,tt1389139,2016,"Crime,Drama,Horror",5.1,4729,When the Bough Breaks,SGem,29700000,911000
399,tt1390411,2015,"Action,Adventure,Biography",6.9,108628,In the Heart of the Sea,WB,25000000,68900000
400,tt1392170,2012,"Action,Adventure,Sci-Fi",7.2,795227,The Hunger Games,LGF,408000000,286400000
401,tt1392190,2015,"Action,Adventure,Sci-Fi",8.1,780910,Mad Max: Fury Road,WB,153600000,224800000
402,tt1392197,2010,"Comedy,Family",4.2,13283,Marmaduke,Fox,33600000,50100000
403,tt1392214,2013,"Crime,Drama,Mystery",8.1,526273,Prisoners,WB,61000000,61100000
404,tt1392744,2010,"Comedy,Drama,Musical",4.7,2501,Chance Pe Dance,UTV,169000,24300
405,tt1396218,2011,"Comedy,Family,Fantasy",6.0,80540,Mr. Popper's Penguins,Fox,68200000,119100000
406,tt1396484,2017,"Horror,Thriller",7.4,359123,It,WB (NL),327500000,372900000
407,tt1397280,2012,"Action,Thriller",6.3,273106,Taken 2,Fox,139900000,236300000
408,tt1397514,2012,"Action,Adventure,Comedy",5.8,83507,Journey 2: The Mysterious Island,WB (NL),103900000,231400000
409,tt1398426,2015,"Biography,Drama,History",7.9,165307,Straight Outta Compton,Uni.,161200000,40400000
410,tt1399103,2011,"Action,Adventure,Sci-Fi",6.2,366409,Transformers: Dark of the Moon,P/DW,352400000,771400000
411,tt1399683,2010,"Drama,Mystery",7.2,127751,Winter's Bone,RAtt.,6500000,7300000
412,tt1401152,2011,"Action,Mystery,Thriller",6.9,235167,Unknown,WB,63700000,67100000
413,tt2402731,2012,Drama,6.9,14,Unknown,WB,63700000,67100000
414,tt1402488,2011,"Adventure,Animation,Comedy",5.9,38396,Happy Feet Two,WB,64000000,86400000
415,tt1403047,2010,Drama,6.7,1398,Aurora,CGld,5700,5100
416,tt2208216,2012,"Romance,Sci-Fi,Thriller",6.1,2403,Aurora,CGld,5700,5100
417,tt3603470,2014,Drama,7.0,87,Aurora,CGld,5700,5100
418,tt8396182,2018,Drama,6.3,7,Aurora,CGld,5700,5100
419,tt8553606,2019,"Comedy,Drama,Romance",7.5,200,Aurora,CGld,5700,5100
420,tt1403865,2010,"Adventure,Drama,Western",7.6,284034,True Grit,Par.,171200000,81000000
421,tt1403981,2010,"Drama,Romance",7.1,129443,Remember Me,Sum.,19100000,37000000
422,tt4843358,2016,Comedy,5.2,72,Remember Me,Sum.,19100000,37000000
423,tt1403988,2010,"Comedy,Drama,Romance",5.1,11069,The Romantics,FOAK,107000,17300
424,tt1405500,2010,Drama,6.1,6728,For Colored Girls,LGF,37700000,17300
425,tt1407061,2010,"Comedy,Romance,Sport",5.9,12466,Just Wright,FoxS,21500000,29900
426,tt1407084,2010,"Action,Crime,Drama",5.7,11533,Twelve,Hann.,184000,2400000
427,tt5001140,2015,Comedy,8.4,17,Twelve,Hann.,184000,2400000
428,tt7033498,2019,"Family,Sport",6.5,132,Twelve,Hann.,184000,2400000
429,tt1408101,2013,"Action,Adventure,Sci-Fi",7.7,445535,Star Trek Into Darkness,Par.,228800000,238600000
430,tt1408253,2014,"Action,Comedy,Crime",6.2,94529,Ride Along,Uni.,134900000,19500000
431,tt2263520,2012,Action,4.4,14,Ride Along,Uni.,134900000,19500000
432,tt1411238,2011,"Comedy,Romance",6.2,197663,No Strings Attached,Par.,70700000,78600000
433,tt1411250,2013,"Action,Adventure,Sci-Fi",6.4,144821,Riddick,Uni.,42000000,56300000
434,tt1411697,2011,"Comedy,Mystery",6.5,432800,The Hangover Part II,WB,254500000,332300000
435,tt1411704,2011,"Adventure,Animation,Comedy",5.4,28893,Hop,Uni.,108100000,75900000
436,tt1412386,2011,"Comedy,Drama,Romance",7.3,85811,The Best Exotic Marigold Hotel,FoxS,46400000,90400000
437,tt1412528,2017,"Comedy,Drama,Romance",5.8,22751,Table 19,FoxS,3600000,1400000
438,tt1413492,2018,"Action,Drama,History",6.6,50155,12 Strong,WB,45800000,21600000
439,tt1413495,2013,"Drama,Thriller",5.7,33149,Paranoia,Rela.,7400000,6400000
440,tt1904995,2012,Thriller,5.3,26,Paranoia,Rela.,7400000,6400000
441,tt1414382,2010,"Comedy,Family,Romance",5.8,46690,You Again,BV,25700000,6300000
442,tt1417067,2010,"Comedy,Drama,Romance",7.3,2336,Cirkus Columbia,Strand,3500,9500
443,tt1417075,2011,"Drama,War",7.3,9328,In Darkness,SPC,1000000,4500000
444,tt5164184,2018,"Mystery,Thriller",5.8,9625,In Darkness,SPC,1000000,4500000
445,tt1418377,2014,"Action,Fantasy,Horror",5.1,74910,"I, Frankenstein",LGF,19100000,52100000
446,tt1421051,2010,"Comedy,Drama",6.3,40250,Somewhere,Focus,1800000,12200000
447,tt1423995,2010,"Drama,Thriller",5.4,38667,Stone,Over.,1800000,7700000
448,tt1424381,2010,"Action,Adventure,Sci-Fi",6.4,199764,Predators,Fox,52000000,75200000
449,tt1424432,2010,"Biography,Documentary,Sport",8.6,55318,Senna,PDA,1600000,6600000
450,tt1425922,2013,"Drama,Family,Music",4.6,1901,Black Nativity,FoxS,7000000,436000
451,tt1426329,2013,"Biography,Drama",6.2,35957,Lovelace,RTWC,357000,1200000
452,tt1428459,2010,"Drama,Family",5.6,2614,We Are Family,UTV,638000,393000
453,tt1496040,2017,"Comedy,Drama",2.6,30,We Are Family,UTV,638000,393000
454,tt1430132,2013,"Action,Adventure,Sci-Fi",6.7,401286,The Wolverine,Fox,132600000,282300000
455,tt1430607,2011,"Adventure,Animation,Comedy",7.1,45439,Arthur Christmas,Sony,46500000,101000000
456,tt1430612,2014,"Action,Crime",5.7,37528,Brick Mansions,Rela.,20400000,48500000
457,tt1430615,2012,"Biography,Drama,Family",6.5,17585,Big Miracle,Uni.,20200000,4600000
458,tt1431045,2016,"Action,Adventure,Comedy",8.0,820847,Deadpool,Fox,363100000,420000000
459,tt1431122,2010,"Action,Comedy,Crime",4.2,1880,No Problem,Eros,285000,369000
460,tt1431181,2010,"Comedy,Drama",7.3,26273,Another Year,SPC,3200000,16500000
461,tt1433108,2010,"Action,Crime,Drama",6.5,93618,Faster,CBS,23200000,12400000
462,tt1433813,2010,Documentary,7.7,3945,Hubble 3D,WB,52400000,21500000
463,tt1433822,2012,"Horror,Thriller",4.1,18112,The Apparition,WB,4900000,4700000
464,tt1434435,2010,"Drama,Horror,Thriller",6.3,15012,Mother's Day,ORF,32500000,15900000
465,tt4824302,2016,"Comedy,Drama,Romance",5.7,28854,Mother's Day,ORF,32500000,15900000
466,tt1436562,2011,"Adventure,Animation,Comedy",6.9,191621,Rio,Fox,143600000,341000000
467,tt2614250,2012,Documentary,8.3,14,Rio,Fox,143600000,341000000
468,tt5734820,2017,Drama,2.6,7,Rio,Fox,143600000,341000000
469,tt1438216,2010,"Drama,History",7.1,4740,Oranges and Sunshine,Cohen,143000,2400000
470,tt1438254,2010,"Drama,Fantasy,Romance",6.5,55016,Charlie St. Cloud,Uni.,31200000,17000000
471,tt1438298,2010,Drama,7.5,15402,Guzaarish,UTV,1000000,695000
472,tt1440129,2012,"Action,Adventure,Sci-Fi",5.8,225342,Battleship,Uni.,65400000,237600000
473,tt1440161,2011,"Comedy,Drama,Fantasy",6.3,26441,A Little Bit of Heaven,MNE,15400,1300000
474,tt1440266,2011,"Documentary,Music",7.7,13501,Pina,IFC,3500000,11100000
475,tt1440292,2010,"Comedy,Drama,Romance",7.3,79810,Submarine,Wein.,468000,397000
476,tt1440345,2011,"Comedy,Drama",6.7,30457,This Must Be the Place,Wein.,144000,11600000
477,tt1440728,2010,"Crime,Drama,Thriller",6.3,86863,The American,Focus,35600000,32300000
478,tt1440732,2012,"Drama,History,Romance",5.4,17055,Bel Ami,Magn.,120000,8199999
479,tt1441326,2011,"Drama,Mystery,Thriller",6.9,45873,Martha Marcy May Marlene,FoxS,3000000,548000
480,tt1441951,2012,"Comedy,Drama",6.8,17979,Quartet,Wein.,18400000,41100000
481,tt1441952,2011,"Comedy,Drama,Romance",6.8,58864,Salmon Fishing in the Yemen,CBS,9000000,25500000
482,tt1446192,2012,"Action,Adventure,Animation",7.3,145281,Rise of the Guardians,P/DW,103400000,203500000
483,tt1446714,2012,"Adventure,Mystery,Sci-Fi",7.0,538720,Prometheus,Fox,126500000,276900000
484,tt1448755,2011,"Action,Crime,Thriller",6.5,117711,Killer Elite,ORF,25100000,31300000
485,tt1449283,2011,"Adventure,Animation,Comedy",7.2,19605,Winnie the Pooh,BV,26700000,23200000
486,tt1450321,2013,"Comedy,Crime,Drama",7.1,93591,Filth,Magn.,34400,8300000
487,tt1452628,2010,"Horror,Mystery,Thriller",4.9,23912,Vanishing on 7th Street,Magn.,22700,1000000
488,tt1453405,2013,"Adventure,Animation,Comedy",7.3,291887,Monsters University,BV,268500000,475700000
489,tt1454029,2011,Drama,8.1,392699,The Help,BV,169700000,46900000
490,tt1454468,2013,"Drama,Sci-Fi,Thriller",7.7,710018,Gravity,WB,274100000,449100000
491,tt1455256,2010,Documentary,9.2,8,The Wall,RAtt.,1800000,2700000
492,tt4218696,2017,"Action,Drama,Thriller",6.2,20391,The Wall,RAtt.,1800000,2700000
493,tt6060874,2016,Drama,6.7,12,The Wall,RAtt.,1800000,2700000
494,tt1455811,2010,"Comedy,Crime,Drama",5.8,8448,Khatta Meetha,Eros,542000,499000
495,tt1456635,2011,"Comedy,Drama,Sport",6.8,79786,Goon,Magn.,4200000,2300000
496,tt1457767,2013,"Horror,Mystery,Thriller",7.5,397233,The Conjuring,WB (NL),137400000,182100000
497,tt1458175,2010,"Action,Crime,Drama",7.4,168066,The Next Three Days,LGF,21100000,46300000
498,tt1458730,2010,"Comedy,Crime",7.3,28,Brooklyn,FoxS,38300000,23800000
499,tt2381111,2015,"Drama,Romance",7.5,117021,Brooklyn,FoxS,38300000,23800000
500,tt3184798,2014,"Drama,Music,Musical",6.4,51,Brooklyn,FoxS,38300000,23800000
501,tt1462041,2011,"Drama,Mystery,Thriller",6.0,59714,Dream House,Uni.,21300000,17200000
502,tt1462054,2010,"Drama,Family",6.3,4443,Letters to God,Viv.,2800000,60300
503,tt1462758,2010,"Drama,Mystery,Thriller",7.0,139426,Buried,LGF,1000000,18100000
504,tt4540326,2011,Thriller,6.0,5,Buried,LGF,1000000,18100000
505,tt1462769,2012,"Comedy,Drama,Family",6.6,42770,The Odd Life of Timothy Green,BV,51900000,4200000
506,tt1464174,2011,"Action,Comedy,Crime",4.4,23520,"Big Mommas: Like Father, Like Son",Fox,37900000,44800000
507,tt1464540,2011,"Action,Adventure,Sci-Fi",6.1,217762,I Am Number Four,BV,55100000,94800000
508,tt1465490,2010,Drama,6.1,233,Joy,Fox,56500000,44700000
509,tt2446980,2015,Drama,6.6,118086,Joy,Fox,56500000,44700000
510,tt6180144,2016,Drama,7.1,34,Joy,Fox,56500000,44700000
511,tt1469304,2017,"Action,Comedy,Crime",5.6,137528,Baywatch,Par.,58100000,119800000
512,tt1470023,2010,"Action,Comedy,Romance",5.5,39782,MacGruber,Uni.,8500000,797000
513,tt1470827,2010,"Drama,Sci-Fi,Thriller",6.4,84332,Monsters,Magn.,237000,4000000
514,tt1472584,2016,"Action,Adventure,Family",4.6,16788,Max Steel,ORF,3800000,2500000
515,tt1473832,2016,"Comedy,Drama,Romance",6.5,60260,Bridget Jones's Baby,Uni.,24300000,187700000
516,tt1477076,2010,"Crime,Horror,Mystery",5.6,83532,Saw 3D,LGF,45700000,90400000
517,tt1477834,2018,"Action,Adventure,Fantasy",7.1,263328,Aquaman,WB,335100000,812700032
518,tt1477855,2012,"Biography,Comedy,Drama",5.9,10726,Hyde Park on Hudson,Focus,6400000,2500000
519,tt1478338,2011,"Comedy,Romance",6.8,249501,Bridesmaids,Uni.,169100000,119300000
520,tt1478964,2011,"Action,Comedy,Sci-Fi",6.7,93868,Attack the Block,SGem,1000000,4800000
521,tt1480656,2012,"Drama,Fantasy",5.0,41897,Cosmopolis,EOne,764000,5300000
522,tt1483013,2013,"Action,Adventure,Sci-Fi",7.0,453966,Oblivion,Uni.,89100000,197100000
523,tt1876409,2011,Thriller,8.0,8,Oblivion,Uni.,89100000,197100000
524,tt1485796,2017,"Biography,Drama,Musical",7.6,199663,The Greatest Showman,Fox,174300000,260700000
525,tt1486185,2011,"Fantasy,Horror,Mystery",5.5,102369,Red Riding Hood,WB,37700000,51500000
526,tt1486190,2010,"Comedy,Drama,Romance",6.2,19362,Tamara Drewe,SPC,560000,11400000
527,tt1486192,2012,"Crime,Mystery,Thriller",6.4,79578,The Raven,Rela.,16000000,13600000
528,tt1487118,2011,"Comedy,Romance,Sport",6.3,22352,Chalet Girl,IFC,1700,1700000
529,tt1487931,2013,"Adventure,Animation,Family",5.7,4984,Khumba,MNE,1000,27200000
530,tt1488555,2011,"Comedy,Fantasy",6.3,155374,The Change-Up,Uni.,37100000,38400000
531,tt1488602,2011,"Horror,Thriller",3.5,135,The Forest,Focus,26600000,11000000
532,tt3387542,2016,"Horror,Mystery,Thriller",4.8,36423,The Forest,Focus,26600000,11000000
533,tt1489889,2016,"Action,Comedy,Crime",6.3,138872,Central Intelligence,WB (NL),127400000,89500000
534,tt1496005,2010,"Drama,Romance",6.6,4204,The Tree,Zeit.,71200,2100000
535,tt6206204,2017,"Drama,Family",6.7,45,The Tree,Zeit.,71200,2100000
536,tt1496025,2012,"Action,Fantasy,Horror",6.4,138350,Underworld Awakening,SGem,62300000,97800000
537,tt1496422,2012,"Crime,Drama,Mystery",5.8,33940,The Paperboy,MNE,693000,661000
538,tt1499201,2010,"Comedy,Drama,Musical",5.8,5533,Anjaana Anjaani,Eros,855000,761000
539,tt1499658,2011,"Comedy,Crime",6.9,398695,Horrible Bosses,WB (NL),117500000,92100000
540,tt1502404,2011,"Action,Fantasy,Thriller",5.4,90203,Drive Angry,Sum.,10700000,18200000
541,tt1502712,2015,"Action,Adventure,Drama",4.3,140148,Fantastic Four,Fox,56100000,111900000
542,tt1504319,2010,"Romance,Thriller",5.5,1552,Road to Nowhere,Mont.,40300,121000
543,tt1504320,2010,"Biography,Drama,History",8.0,593629,The King's Speech,Wein.,135500000,275400000
544,tt1506999,2011,"Action,Drama,Thriller",5.8,78681,Haywire,Rela.,18900000,14400000
545,tt1508675,2011,"Comedy,Drama",7.2,18490,Le Havre,Jan.,612000,9900000
546,tt1515091,2011,"Action,Adventure,Crime",7.5,394189,Sherlock Holmes: A Game of Shadows,WB,186800000,358600000
547,tt1521197,2011,"Drama,Thriller",6.9,37932,Anonymous,Sony,4500000,10900000
548,tt1521848,2010,Comedy,6.4,9543,Potiche,MBox,1600000,21600000
549,tt1523483,2010,"Comedy,Mystery,Romance",5.7,11858,Kaboom,IFC,119000,421000
550,tt1524137,2012,"Action,Crime,Drama",6.5,111709,Contraband,Uni.,66500000,29700000
551,tt1524930,2015,"Adventure,Comedy",6.1,87582,Vacation,WB (NL),58900000,46000000
552,tt1527186,2011,"Drama,Sci-Fi",7.2,153434,Melancholia,Magn.,3000000,12900000
553,tt1527835,2010,Drama,6.3,1991,Archipelago,KL,7800,492000
554,tt8045226,2017,Documentary,6.1,46,Archipelago,KL,7800,492000
555,tt1528071,2013,"Crime,Drama,Fantasy",6.5,70040,Horns,RTWC,174000,3700000
556,tt1528100,2014,"Action,Adventure,Drama",6.0,150858,Exodus: Gods and Kings,Fox,65000000,203200000
557,tt1528854,2015,Comedy,6.2,96909,Daddy's Home,Par.,150400000,92400000
558,tt1617630,2010,"Drama,Thriller",5.5,105,Daddy's Home,Par.,150400000,92400000
559,tt1529567,2010,Documentary,6.9,364,Sea Rex 3D: Journey to a Prehistoric World,3D,6100000,9900000
560,tt1530983,2010,"Thriller,Western",6.4,7874,Red Hill,Strand,21100,300000
561,tt1532503,2010,"Comedy,Drama,Romance",7.2,83770,Beginners,Focus,5800000,8500000
562,tt1532958,2013,"Drama,Music",5.1,8769,Battle of the Year,SGem,8900000,7700000
563,tt1535108,2013,"Action,Drama,Sci-Fi",6.6,395572,Elysium,TriS,93100000,193100000
564,tt1783264,2010,Drama,6.0,6,Elysium,TriS,93100000,193100000
565,tt1535109,2013,"Biography,Drama,Thriller",7.8,387402,Captain Phillips,Sony,107100000,111700000
566,tt1535438,2012,"Comedy,Drama,Romance",6.3,38667,Hope Springs,Sony,63500000,50700000
567,tt1535970,2011,"Drama,Romance,Thriller",6.5,17757,The Ledge,IFC,9200,602000
568,tt1536044,2010,Horror,5.7,93122,Paranormal Activity 2,Par.,84800000,92800000
569,tt1536048,2011,"Drama,History,Romance",6.3,11314,W.E.,Wein.,583000,285000
570,tt1538403,2013,"Action,Fantasy,Horror",5.9,121936,The Mortal Instruments: City of Bones,SGem,31200000,64200000
571,tt1540011,2016,"Horror,Mystery,Thriller",5.0,36867,Blair Witch,LGF,20800000,24400000
572,tt1540133,2011,"Comedy,Crime,Thriller",7.3,75183,The Guard,SPC,5400000,14200000
573,tt1541160,2011,"Comedy,Crime,Mystery",6.4,30352,Flypaper,IFC,5000,3100000
574,tt1541995,2011,"Drama,History",6.1,3429,Snow Flower and the Secret Fan,FoxS,1300000,10000000
575,tt1542344,2010,"Adventure,Biography,Drama",7.6,323949,127 Hours,FoxS,18300000,42400000
576,tt1542852,2010,"Crime,Drama,Romance",6.9,7084,Carancho,Strand,85500,3900000
577,tt1547234,2012,"Action,Crime,Thriller",6.5,105279,Premium Rush,Sony,20300000,10800000
578,tt1549572,2011,"Drama,Romance,Sci-Fi",7.0,85839,Another Earth,FoxS,1300000,456000
579,tt1549589,2011,Drama,5.6,5889,Elles,KL,158000,754000
580,tt1549920,2013,"Action,Thriller",6.4,126623,The Last Stand,LGF,12100000,36300000
581,tt1555064,2010,"Drama,Music",6.3,16296,Country Strong,SGem,20200000,310000
582,tt1555069,2013,"Biography,Drama,History",5.5,753,Mary Queen of Scots,Focus,16500000,29900000
583,tt2328900,2018,"Biography,Drama,History",6.3,23866,Mary Queen of Scots,Focus,16500000,29900000
584,tt1558250,2010,Documentary,7.7,9940,GasLand,WOW,30800,18600
585,tt1559549,2010,"Documentary,War",7.5,20691,Restrepo,NGE,1300000,105000
586,tt1560747,2012,Drama,7.1,131365,The Master,Wein.,16399999,11900000
587,tt4117096,2014,Documentary,8.0,130,The Master,Wein.,16399999,11900000
588,tt1562859,2010,"Action,Comedy",5.4,6616,Golmaal 3,Eros,1100000,935000
589,tt1563738,2011,"Drama,Romance",7.0,128094,One Day,Focus,13800000,45500000
590,tt6168298,2016,"Drama,Romance",7.8,1454,One Day,Focus,13800000,45500000
591,tt6214734,2017,"Drama,Fantasy",6.6,269,One Day,Focus,13800000,45500000
592,tt1564349,2011,"Drama,Family",6.9,20746,Dolphin Tale,WB,72300000,23100000
593,tt1564585,2010,"Action,Sci-Fi,Thriller",4.4,83710,Skyline,Uni.,21400000,45400000
594,tt1568338,2012,"Action,Adventure,Crime",6.6,137507,Man on a Ledge,LG/S,18600000,27600000
595,tt1568346,2011,"Crime,Drama,Mystery",7.8,387580,The Girl with the Dragon Tattoo,MBox,10100000,94300000
596,tt1568911,2011,"Drama,History,War",7.2,136447,War Horse,BV,79900000,97700000
597,tt1570728,2011,"Comedy,Drama,Romance",7.4,436830,"Crazy, Stupid, Love.",WB,84400000,58500000
598,tt1571222,2011,"Biography,Drama,Romance",6.4,93259,A Dangerous Method,SPC,5700000,21800000
599,tt1571234,2018,"Action,Adventure,Fantasy",6.1,70193,Mortal Engines,Uni.,16000000,67700000
600,tt1572311,2010,"Comedy,Crime",2.6,10122,Tees Maar Khan,UTV,1100000,1400000
601,tt1572315,2013,"Horror,Thriller",4.8,41784,Texas Chainsaw 3D,LGF,34300000,12900000
602,tt1573072,2010,Comedy,5.5,11089,Housefull,Eros,1200000,1200000
603,tt4991978,2013,Family,3.9,8,Housefull,Eros,1200000,1200000
604,tt1578261,2010,"Comedy,Drama,Romance",5.2,3651,Break Ke Baad,Relbig.,428000,389000
605,tt1578275,2011,"Comedy,Drama",5.3,48148,The Dilemma,Uni.,48500000,21200000
606,tt1583420,2011,"Comedy,Drama,Romance",6.1,58927,Larry Crowne,Uni.,35600000,36400000
607,tt1583421,2013,"Action,Adventure,Sci-Fi",5.8,165536,G.I. Joe: Retaliation,Par.,122500000,253200000
608,tt1584016,2010,"Documentary,Drama,Mystery",7.1,38656,Catfish,Rog.,3200000,242000
609,tt1584131,2010,"Comedy,Crime,Romance",3.7,1071,The Last Godfather,RAtt.,164000,16600000
610,tt1586265,2012,"Comedy,Drama,Romance",5.7,65890,What to Expect When You're Expecting,LGF,41200000,43200000
611,tt1586752,2011,"Action,Biography,Crime",6.8,60074,Machine Gun Preacher,Rela.,539000,2800000
612,tt1587310,2014,"Action,Adventure,Family",7.0,305832,Maleficent,BV,241400000,517100000
613,tt1587707,2010,"Comedy,Crime,Documentary",8.0,58721,Exit Through the Gift Shop,PDA,3300000,2000000
614,tt1588173,2013,"Comedy,Horror,Romance",6.9,208709,Warm Bodies,LG/S,66400000,50600000
615,tt1588334,2011,"Comedy,Drama",6.5,60070,"Jeff, Who Lives at Home",ParV,4300000,148000
616,tt1588353,2011,Drama,7.6,45,Bang Bang,FIP,2500000,39500000
617,tt2905838,2014,"Action,Adventure,Comedy",5.5,19878,Bang Bang,FIP,2500000,39500000
618,tt1588358,2010,"Drama,Family,Sport",7.4,2381,Hermano,MBox,29900,1600000
619,tt1590193,2018,"Action,Mystery,Thriller",6.3,83114,The Commuter,LGF,36300000,83600000
620,tt1591095,2010,"Horror,Mystery,Thriller",6.9,254197,Insidious,FD,54000000,43000000
621,tt1591479,2012,"Action,Adventure,Drama",6.5,63787,Act of Valor,Rela.,70000000,11300000
622,tt1592525,2012,"Action,Sci-Fi,Thriller",6.1,89554,Lockout,FD,14300000,17900000
623,tt1596343,2011,"Action,Crime,Thriller",7.3,329892,Fast Five,Uni.,209800000,416300000
624,tt1596345,2014,"Biography,Drama,Sport",7.0,34942,Pawn Sacrifice,BST,2400000,3100000
625,tt1596346,2011,"Biography,Drama,Family",7.1,41659,Soul Surfer,TriS,43900000,3200000
626,tt1596350,2012,"Action,Comedy,Romance",6.3,167438,This Means War,Fox,54800000,101700000
627,tt1596363,2015,"Biography,Comedy,Drama",7.8,309227,The Big Short,Par.,70300000,63200000
628,tt1596365,2012,"Drama,Fantasy,Horror",6.4,165357,The Woman in Black,CBS,54300000,73400000
629,tt1596753,2013,Documentary,6.7,2314,Salinger,Wein.,584000,67000
630,tt1598778,2011,"Action,Drama,Thriller",6.6,201536,Contagion,WB,75700000,59800000
631,tt1598822,2011,"Comedy,Romance",5.7,76656,New Year's Eve,WB (NL),54500000,87500000
632,tt1599348,2012,"Action,Adventure,Crime",6.8,192655,Safe House,Uni.,126400000,81700000
633,tt1600195,2011,"Action,Mystery,Thriller",5.1,72552,Abduction,LGF,28100000,54000000
634,tt5943940,2017,"Action,Comedy,Drama",3.0,60,Abduction,LGF,28100000,54000000
635,tt7867360,2019,"Action,Sci-Fi",6.1,1592,Abduction,LGF,28100000,54000000
636,tt1600196,2014,"Crime,Drama",7.1,132161,The Drop,FoxS,10700000,7900000
637,tt1601913,2011,"Action,Adventure,Drama",6.8,228798,The Grey,ORF,51600000,25700000
638,tt1602098,2011,"Drama,Romance",6.7,22213,Albert Nobbs,RAtt.,3000000,2600000
639,tt1602472,2012,"Comedy,Drama,Romance",6.0,13318,2 Days in New York,Magn.,633000,1000000
640,tt1602613,2013,"Crime,Drama",5.7,100318,Only God Forgives,RTWC,779000,9900000
641,tt1602620,2012,"Drama,Romance",7.9,84960,Amour,SPC,6700000,13100000
642,tt1605630,2012,Comedy,6.7,192250,American Reunion,Uni.,57000000,178000000
643,tt1605776,2010,"Comedy,Drama,Romance",8.3,7,The Visit,Uni.,65200000,33200000
644,tt3567288,2015,"Horror,Mystery,Thriller",6.2,102459,The Visit,Uni.,65200000,33200000
645,tt3833746,2015,Documentary,6.0,661,The Visit,Uni.,65200000,33200000
